,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.0,0.0,0.0,0.09090909090909091,0.0,0.01818181818181818,0.0,0.07272727272727272,0.10909090909090909,0.0,0.03636363636363636,0.12727272727272726,0.10909090909090909,0.16363636363636364,0.03636363636363636,0.07272727272727272,0.0
1,0.041666666666666664,0.027777777777777776,0.06944444444444445,0.0,0.0,0.027777777777777776,0.013888888888888888,0.125,0.1111111111111111,0.0,0.041666666666666664,0.013888888888888888,0.0,0.013888888888888888,0.1111111111111111,0.05555555555555555,0.18055555555555555,0.0,0.16666666666666666,0.0
2,0.0,0.0,0.08196721311475409,0.04918032786885246,0.16393442622950818,0.0,0.08196721311475409,0.0,0.22950819672131148,0.0,0.01639344262295082,0.0,0.0,0.0,0.2459016393442623,0.0,0.13114754098360656,0.0,0.0,0.0
3,0.18181818181818182,0.07272727272727272,0.0,0.0,0.0,0.14545454545454545,0.0,0.32727272727272727,0.07272727272727272,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14545454545454545,0.0
4,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.3023255813953488,0.046511627906976744,0.0,0.13953488372093023,0.06976744186046512,0.0,0.0,0.046511627906976744,0.023255813953488372,0.06976744186046512,0.0,0.18604651162790697,0.0
5,0.0,0.0,0.0,0.1076923076923077,0.2153846153846154,0.0,0.09230769230769231,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.27692307692307694,0.0,0.015384615384615385,0.09230769230769231,0.0,0.16923076923076924
6,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.0,0.0,0.022727272727272728,0.06818181818181818,0.22727272727272727,0.06818181818181818,0.0,0.0,0.11363636363636363,0.0,0.0,0.045454545454545456,0.022727272727272728,0.09090909090909091,0.022727272727272728,0.13636363636363635,0.0
7,0.1,0.03333333333333333,0.044444444444444446,0.0,0.0,0.06666666666666667,0.011111111111111112,0.03333333333333333,0.044444444444444446,0.0,0.12222222222222222,0.07777777777777778,0.0,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.011111111111111112,0.32222222222222224,0.0
8,0.010309278350515464,0.12371134020618557,0.0,0.0,0.0,0.25773195876288657,0.030927835051546393,0.061855670103092786,0.0,0.0,0.0,0.061855670103092786,0.0,0.1134020618556701,0.0,0.09278350515463918,0.0,0.08247422680412371,0.16494845360824742,0.0
9,0.23076923076923078,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,0.1794871794871795,0.10256410256410256,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.1282051282051282,0.0,0.15384615384615385,0.0
10,0.125,0.0125,0.0375,0.0,0.0,0.0,0.0,0.1625,0.0625,0.0,0.1125,0.0125,0.0,0.0,0.1875,0.0,0.1,0.0,0.1875,0.0
11,0.11320754716981132,0.07547169811320754,0.018867924528301886,0.0,0.0,0.03773584905660377,0.03773584905660377,0.09433962264150944,0.03773584905660377,0.0,0.018867924528301886,0.11320754716981132,0.0,0.0,0.07547169811320754,0.03773584905660377,0.07547169811320754,0.0,0.2641509433962264,0.0
12,0.12280701754385964,0.05263157894736842,0.017543859649122806,0.0,0.0,0.17543859649122806,0.03508771929824561,0.0,0.0,0.0,0.03508771929824561,0.15789473684210525,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,0.03508771929824561,0.15789473684210525,0.0
13,0.0,0.0,0.0,0.3118279569892473,0.03225806451612903,0.0,0.12903225806451613,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.20430107526881722,0.0,0.13978494623655913,0.053763440860215055,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0
15,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0
16,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
17,0.08333333333333333,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.05952380952380952,0.03571428571428571,0.0,0.09523809523809523,0.05952380952380952,0.0,0.047619047619047616,0.08333333333333333,0.10714285714285714,0.05952380952380952,0.011904761904761904,0.2619047619047619,0.0
18,0.19230769230769232,0.02564102564102564,0.02564102564102564,0.0,0.0,0.05128205128205128,0.038461538461538464,0.1282051282051282,0.038461538461538464,0.0,0.0641025641025641,0.0641025641025641,0.0,0.0,0.038461538461538464,0.0,0.11538461538461539,0.0,0.21794871794871795,0.0
19,0.11363636363636363,0.0,0.0,0.0,0.03409090909090909,0.10227272727272728,0.0,0.4090909090909091,0.06818181818181818,0.022727272727272728,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.20454545454545456,0.0
20,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.0,0.0,0.15306122448979592,0.04081632653061224,0.061224489795918366,0.0,0.0,0.09183673469387756,0.08163265306122448,0.0,0.05102040816326531,0.01020408163265306,0.15306122448979592,0.02040816326530612,0.0,0.15306122448979592,0.0
21,0.1375,0.025,0.05,0.0,0.0,0.075,0.0125,0.15,0.025,0.0,0.0875,0.0375,0.0,0.0,0.1125,0.0125,0.0625,0.0,0.2125,0.0
22,0.0,0.0,0.10638297872340426,0.0425531914893617,0.1276595744680851,0.0,0.0425531914893617,0.0,0.06382978723404255,0.0,0.06382978723404255,0.0,0.0,0.0,0.19148936170212766,0.0,0.3617021276595745,0.0,0.0,0.0
23,0.06329113924050633,0.0379746835443038,0.0759493670886076,0.0,0.0,0.0,0.02531645569620253,0.0759493670886076,0.0379746835443038,0.0,0.08860759493670886,0.06329113924050633,0.0,0.0759493670886076,0.12658227848101267,0.10126582278481013,0.08860759493670886,0.02531645569620253,0.11392405063291139,0.0
24,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
