,0,1
0,8.111671851523827,56.298120878387486
1,8.11345115535494,56.298043778385285
2,8.116638945193246,56.29995338837918
3,8.115563957707428,56.29751978885136
4,8.112941485028403,56.299118319550736
5,8.118068277507447,56.301041763943886
6,8.113921299905781,56.29867608724438
7,8.111630166531219,56.299917563660536
8,8.117664282587574,56.297534769659116
9,8.113749335203163,56.29912410282402
10,8.113556568090212,56.30047046107562
11,8.114246514426249,56.2985885642857
12,8.112091970267182,56.30090921621707
13,8.119248923585968,56.29889378601997
14,8.112939403792495,56.299208153843644
15,8.112916509409345,56.30019633097557
16,8.112270211293927,56.300191700376
17,8.112897776566475,56.301004839415434
18,8.111642672531278,56.29937855813584
19,8.115242906685438,56.29742764657739
20,8.112891532070536,56.30127434220422
21,8.112276459907665,56.29992219758509
22,8.11646493329571,56.300491242082494
23,8.113123862952321,56.29822113358392
24,8.117635301054687,56.29879245156134
25,8.113262544584506,56.29921046779297
26,8.116121042528025,56.30138727989724
27,8.113289589867314,56.2980426217775
28,8.114192479100664,56.30092425648302
29,8.112790322924436,56.29866799079851
30,8.11888857391155,56.30050850742766
31,8.117281097814189,56.30013766494179
32,8.118383159747383,56.30140340214012
33,8.111843835877046,56.29767286568349
34,8.118789025410399,56.297812324865866
35,8.114592500440034,56.29760269697746
36,8.117496507794664,56.29780312182922
37,8.111474847407766,56.29964690190806
38,8.116473225485672,56.3001319046358
39,8.118269164213757,56.299336060634616
40,8.115501703780456,56.300214819654315
41,8.115698550628487,56.29868878936798
42,8.11406416095224,56.299485751930916
43,8.113778444726114,56.297866422307024
44,8.112740362304342,56.300824013521655
45,8.112255630776902,56.300820540173746
46,8.115866341941478,56.29842043972411
47,8.118291919724197,56.29834788193854
48,8.118561285362562,56.30068587693765
49,8.114043374106462,56.30038409501746
